"","error_rate","red","green","blue"
"1169",0.0143451557055346,217.36,224.56,18.56
"1170",0.0144214774677026,218.38,224.73,17.98
"1171",0.0144982052910875,219.4,224.9,17.4
"1172",0.0145753413360914,220.42,225.07,16.82
"1173",0.0146528877746109,221.44,225.24,16.24
"1174",0.0147308467900977,222.46,225.41,15.66
"1175",0.0148092205776206,223.48,225.58,15.08
"1176",0.0148880113439267,224.5,225.75,14.5
"1177",0.014967221307504,225.52,225.92,13.92
"1178",0.0150468526986438,226.54,226.09,13.34
"1179",0.0151269077595032,227.56,226.26,12.76
"1180",0.0152073887441685,228.58,226.43,12.18
"1181",0.0152882979187188,229.6,226.6,11.6
"1182",0.0153696375612893,230.62,226.77,11.02
"1183",0.0154514099621361,231.64,226.94,10.44
"1184",0.0155336174237,232.66,227.11,9.86
"1185",0.015616262260672,233.68,227.28,9.28
"1186",0.0156993468000579,234.7,227.45,8.7
"1187",0.0157828733812441,235.72,227.62,8.12
"1188",0.0158668443560637,236.74,227.79,7.54
"1189",0.0159512620888621,237.76,227.96,6.96
"1190",0.0160361289565641,238.78,228.13,6.38
"1191",0.0161214473487407,239.8,228.3,5.8
"1192",0.0162072196676763,240.82,228.47,5.22
"1193",0.0162934483284363,241.84,228.64,4.64
"1194",0.0163801357589353,242.86,228.81,4.06
"1195",0.0164672844000052,243.88,228.98,3.48
"1196",0.0165548967054643,244.9,229.15,2.9
"1197",0.0166429751421859,245.92,229.32,2.32
"1198",0.0167315221901681,246.94,229.49,1.74
"1199",0.0168205403426037,247.96,229.66,1.16
"1200",0.0169100321059501,248.98,229.83,0.58
"1201",0.017,250,230,0
